Ticker,Name,MarketCap,Sector,Industry,PE_Ratio,PB_Ratio,DE_Ratio,PEG_Ratio,FreeCashFlow
INTR,Inter & Co. Inc.,3907607552,Financial Services,Banks - Regional,19.304348,0.4206338,,,
VRRM,Verra Mobility Corporation,3870460160,Technology,Information Technology Services,97.0,10.987766,298.957,,178601504.0
TMDX,"TransMedics Group, Inc.",3834483456,Healthcare,Medical Devices,56.773872,12.089888,163.1,,-7754500.0
PSMT,"PriceSmart, Inc.",3826399232,Consumer Defensive,Discount Stores,26.193684,3.0727057,20.748,,89246128.0
NOVT,Novanta Inc.,3814464256,Technology,Scientific & Technical Instruments,62.76627,4.76121,64.157,,135185248.0
TCBI,"Texas Capital Bancshares, Inc.",3799736064,Financial Services,Banks - Regional,32.90278,1.1816304,,,
LNTH,"Lantheus Holdings, Inc.",3795433472,Healthcare,Drug Manufacturers - Specialty & Generic,14.861703,3.2560308,52.751,,295474368.0
MIRM,"Mirum Pharmaceuticals, Inc.",3788923392,Healthcare,Biotechnology,-86.75287,14.80773,124.981,,3783500.0
FLNC,"Fluence Energy, Inc.",3777458176,Utilities,Utilities - Renewable,31.907694,6.6623836,78.626,,-247292128.0
LBTYK,Liberty Global Ltd.,3774926336,Communication Services,Telecom Services,-3.3383534,0.29387996,82.762,,-306024992.0
LBTYA,Liberty Global Ltd.,3758079744,Communication Services,Telecom Services,-4.904444,0.2908463,82.762,,-306024992.0
LBTYB,Liberty Global Ltd.,3739298048,Communication Services,Telecom Services,,0.2835982,82.762,,-306024992.0
USAR,"USA Rare Earth, Inc.",3735998720,Basic Materials,Other Industrial Metals & Mining,-92.78571,-23.27957,,,-17649250.0
TFSL,TFS Financial Corporation,3733150976,Financial Services,Banks - Regional,45.793102,1.9613055,,,
CRVL,CorVel Corp.,3729923840,Financial Services,Insurance Brokers,37.43005,10.824094,8.005,,90354000.0
QURE,uniQure N.V.,3699922688,Healthcare,Biotechnology,-19.61438,-822.1918,,,-111588128.0
EBC,"Eastern Bankshares, Inc.",3695692032,Financial Services,Banks - Regional,14.3,1.0018324,,,
USLM,"United States Lime & Minerals, ",3693927680,Basic Materials,Building Materials,29.582567,6.539573,0.795,,75423376.0
GBDC,"Golub Capital BDC, Inc.",3681321984,Financial Services,Asset Management,9.735915,0.92172813,128.329,,543979648.0
BHFAL,"Brighthouse Financial, Inc. - J",3678233600,,,,0.15994115,,,
APGE,"Apogee Therapeutics, Inc.",3674825216,Healthcare,Biotechnology,-14.334211,5.1498537,1.751,,-138940496.0
TLX,Telix Pharmaceuticals Limited,3656865024,Healthcare,Biotechnology,545.985,8.756776,99.126,,13731112.0
TBBK,"The Bancorp, Inc.",3623503360,Financial Services,Banks - Regional,16.92258,4.231783,,,
ADMA,ADMA Biologics Inc,3620028160,Healthcare,Biotechnology,17.8,9.05988,21.044,,43691500.0
ACAD,ACADIA Pharmaceuticals Inc.,3617190144,Healthcare,Biotechnology,16.165339,4.4084277,6.845,,53147376.0
NWE,"NorthWestern Energy Group, Inc.",3614360064,Utilities,Utilities - Regulated Electric,16.035421,1.25453,110.891,,-186404992.0
MLCO,Melco Resorts & Entertainment L,3603820032,Consumer Cyclical,Resorts & Casinos,59.17857,-2.2648988,,,
ASO,"Academy Sports and Outdoors, In",3603103488,Consumer Cyclical,Specialty Retail,10.203007,1.7427039,88.747,,103363000.0
HWKN,"Hawkins, Inc.",3591492608,Basic Materials,Specialty Chemicals,42.52099,7.362863,63.698,,63020752.0
LGND,Ligand Pharmaceuticals Incorpor,3586602752,Healthcare,Biotechnology,30.765886,4.3103814,0.693,,87922624.0
IPGP,IPG Photonics Corporation,3578982400,Technology,Semiconductor Equipment & Materials,40.52381,1.7116537,0.801,,117052496.0
TENB,"Tenable Holdings, Inc.",3571090432,Technology,Software - Infrastructure,20.303448,10.155227,119.526,,269683744.0
SLNO,"Soleno Therapeutics, Inc.",3542912000,Healthcare,Biotechnology,-29.32599,13.982356,21.974,,-22920500.0
WRD,WERIDE INC.,3532949248,Technology,Software - Application,-4.5739408,0.52727187,3.178,,
HSAI,Hesai Group,3529068032,Consumer Cyclical,Auto Parts,208.81818,0.70079625,19.538,,-540569024.0
QFIN,"Qfin Holdings, Inc.",3513822720,Financial Services,Credit Services,3.729078,0.14471295,28.405,,-4854964736.0
AMBA,"Ambarella, Inc.",3508396032,Technology,Semiconductor Equipment & Materials,-458.74997,6.0107,0.597,,68888248.0
LGN,Legence Corp.,3472365568,Industrials,Engineering & Construction,101.34848,,993.559,,
WGS,GeneDx Holdings Corp.,3461369344,Healthcare,Diagnostics & Research,1337.7777,12.472807,41.274,,20209124.0
CARG,"CarGurus, Inc.",3450284032,Consumer Cyclical,Auto & Truck Dealerships,27.944,7.9368324,44.827,,160119376.0
EEFT,"Euronet Worldwide, Inc.",3437040384,Technology,Software - Infrastructure,11.911724,2.6192715,190.179,,431600000.0
AAPG,Ascentage Pharma Group Internat,3429418496,Healthcare,Biotechnology,23.403053,19.035088,253.905,,36215124.0
NSIT,"Insight Enterprises, Inc.",3426537984,Technology,Electronics & Computer Distribution,26.134293,2.1328063,96.282,,167130624.0
ALHC,"Alignment Healthcare, Inc.",3422973184,Healthcare,Healthcare Plans,-33.960785,24.325842,233.853,,44121752.0
INDB,Independent Bank Corp.,3418740992,Financial Services,Banks - Regional,15.396164,0.9455319,,,
EXPO,"Exponent, Inc.",3408069120,Industrials,Engineering & Construction,33.98744,7.985242,18.777,,93405128.0
COMM,"CommScope Holding Company, Inc.",3401338880,Technology,Communication Equipment,57.296295,-1.4036839,,,574800000.0
MLYS,"Mineralys Therapeutics, Inc.",3388244224,Healthcare,Biotechnology,-12.551873,9.129113,0.0,,-122116248.0
FIZZ,National Beverage Corp.,3372201472,Consumer Defensive,Beverages - Non-Alcoholic,18.212122,6.6311145,13.866,,120760000.0
CATY,Cathay General Bancorp,3362776320,Financial Services,Banks - Regional,11.731884,1.1669029,,,
CGON,"CG Oncology, Inc.",3359468544,Healthcare,Biotechnology,-24.623596,4.9840803,0.148,,
VLYPO,Valley National Bancorp - 5.5% ,3339073536,Financial Services,Banks - Regional,22.550539,1.9422021,,,
AUGO,Aura Minerals Inc.,3335233536,Basic Materials,Gold,7.9339995,21.157331,344.669,,55004500.0
PATK,"Patrick Industries, Inc.",3312725760,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26.996603,2.8922129,128.371,,217795248.0
FIBK,"First Interstate BancSystem, In",3308230400,Financial Services,Banks - Regional,14.162162,0.9635896,,,
ZLAB,Zai Lab Limited,3288875520,Healthcare,Biotechnology,-15.26178,4.0469246,24.175,,-217036992.0
OTTR,Otter Tail Corporation,3284554496,Industrials,Conglomerates,11.546392,1.8514146,58.799,,-23654500.0
ONDS,Ondas Holdings Inc.,3278366976,Technology,Communication Equipment,-37.34,21.264236,20.739,,-19208786.0
VSEC,VSE Corporation,3278230528,Industrials,Aerospace & Defense,47.538807,3.361654,42.614,,124738496.0
BITF,Bitfarms Ltd.,3276915712,Financial Services,Capital Markets,314.505,5.2946973,11.307,,-235312496.0
GTM,ZoomInfo Technologies Inc.,3253220352,Technology,Software - Application,40.84,2.1086328,100.451,,272550016.0
ETOR,eToro Group Ltd.,3235159040,Financial Services,Capital Markets,17.205357,2.3461375,3.886,,
FULT,Fulton Financial Corporation,3234173440,Financial Services,Banks - Regional,10.411765,1.0292493,,,
XENE,Xenon Pharmaceuticals Inc.,3233817088,Healthcare,Biotechnology,-11.764046,5.082525,1.375,,-149782000.0
RELY,"Remitly Global, Inc.",3221768960,Technology,Software - Infrastructure,260.6667,4.213362,4.231,,305693632.0
FRSH,Freshworks Inc.,3211544064,Technology,Software - Application,21.568628,3.2621589,3.658,,231342624.0
FORM,"FormFactor, Inc.",3207951360,Technology,Semiconductor Equipment & Materials,72.77193,3.2307813,3.628,,-29579000.0
MYRG,"MYR Group, Inc.",3201041152,Industrials,Engineering & Construction,43.322475,5.4883823,22.962,,116724752.0
APLS,"Apellis Pharmaceuticals, Inc.",3192609024,Healthcare,Biotechnology,-30.07143,20.38741,300.545,,106216872.0
PCH,PotlatchDeltic Corporation - Co,3186708480,Real Estate,REIT - Specialty,77.69812,1.6559434,54.971,,129852496.0
RARE,Ultragenyx Pharmaceutical Inc.,3174481664,Healthcare,Biotechnology,-6.420744,20.858234,557.793,,-206266128.0
PTON,"Peloton Interactive, Inc.",3164245248,Consumer Cyclical,Leisure,-24.92,-7.5886054,,,383987488.0
WSBC,"WesBanco, Inc.",3160944896,Financial Services,Banks - Regional,18.676136,0.8585832,,,
ARLP,"Alliance Resource Partners, L.P",3157043200,Energy,Thermal Coal,13.483517,1.757628,26.267,,146288256.0
VC,Visteon Corporation,3148507904,Consumer Cyclical,Auto Parts,10.987619,2.2149055,29.506,,347249984.0
PLMR,"Palomar Holdings, Inc.",3137950720,Financial Services,Insurance - Property & Casualty,20.666666,3.703657,0.0,,414625888.0
SRRK,Scholar Rock Holding Corporatio,3136632832,Healthcare,Biotechnology,-15.188371,13.438271,26.374,,-142852992.0
VLYPP,Valley National Bancorp - 6.25%,3132788736,Financial Services,Banks - Regional,22.738739,1.958411,,,
IPAR,"Interparfums, Inc.",3114443776,Consumer Defensive,Household & Personal Products,19.164343,3.6812198,26.451,,82434496.0
AGYS,"Agilysys, Inc.",3111067904,Technology,Software - Application,227.12245,10.9526615,11.972,,48248624.0
TARS,"Tarsus Pharmaceuticals, Inc.",3106113792,Healthcare,Biotechnology,-34.023148,9.326141,21.781,,-57126624.0
SIMO,Silicon Motion Technology Corpo,3102369536,Technology,Semiconductors,39.510822,3.8821776,0.0,,-5541375.0
INTA,"Intapp, Inc.",3092166656,Technology,Software - Application,40.026596,5.9270635,4.346,,124575504.0
IMVT,"Immunovant, Inc.",3088894464,Healthcare,Biotechnology,-5.867987,4.9985948,0.0,,-255923376.0
BLKB,"Blackbaud, Inc.",3086629632,Technology,Software - Application,13.623126,34.501083,1328.191,,201228000.0
PRVA,"Privia Health Group, Inc.",3086534912,Healthcare,Health Information Services,229.18181,4.529285,0.906,,92291376.0
MGEE,MGE Energy Inc.,3086507008,Utilities,Utilities - Regulated Electric,23.490278,2.433245,60.799,,-19580376.0
INDV,Indivior PLC,3084933888,Healthcare,Drug Manufacturers - Specialty & Generic,30.530863,-12.02821,,,255250000.0
NVTS,Navitas Semiconductor Corporati,3075138048,Technology,Semiconductors,-69.4762,7.99452,1.912,,33036750.0
CSQ,Calamos Strategic Total Return ,3044617472,Financial Services,Asset Management,10.913793,1.1570097,50.212,,1461029.0
BL,"BlackLine, Inc.",3043643136,Technology,Software - Application,38.248062,7.3740845,205.193,,127767128.0
AMRX,"Amneal Pharmaceuticals, Inc.",3041858048,Healthcare,Drug Manufacturers - Specialty & Generic,974.5,-27.296919,,,333750240.0
AVPT,"AvePoint, Inc.",3041149952,Technology,Software - Infrastructure,62.603477,6.859838,4.241,,84578248.0
CHA,Chagee Holdings Limited,3029715968,Consumer Cyclical,Restaurants,21.866667,0.34660578,9.144,,1005823872.0
CNTA,Centessa Pharmaceuticals plc,3024696832,Healthcare,Biotechnology,-13.169591,8.742236,34.252,,-87925504.0
HOVNP,Hovnanian Enterprises Inc - Dep,3007504128,,,,-4.7583117,,,
MCHB,Mechanics Bancorp,3004969472,Financial Services,Banks - Regional,16.25,1.1976836,,,
FHB,"First Hawaiian, Inc.",2996669184,Financial Services,Banks - Regional,12.453368,1.1121651,,,
CENX,Century Aluminum Company,2995252480,Basic Materials,Aluminum,26.8625,4.1534595,71.431,,59800000.0
SBCF,Seacoast Banking Corporation of,2994746112,Financial Services,Banks - Regional,18.723927,1.1403378,,,
WSFS,WSFS Financial Corporation,2975599360,Financial Services,Banks - Regional,11.658992,1.1144301,,,
KYIV,Kyivstar Group Ltd.,2964287744,Communication Services,Telecom Services,9.869231,0.1376019,33.825,,
DAVE,Dave Inc.,2947075328,Technology,Software - Application,58.287037,13.699247,34.727,,5340000.0
AMSC,American Superconductor Corpora,2939750656,Industrials,Specialty Industrial Machinery,164.625,8.927603,1.129,,-18359624.0
PLBL,Polibeli Group Ltd,2938427648,Consumer Cyclical,Department Stores,,-163.67348,,,-3424499.0
PPTA,Perpetua Resources Corp.,2935659520,Basic Materials,Other Precious Metals & Mining,-123.72727,5.5471773,0.013,,-49401396.0
SBET,"SharpLink Gaming, Inc.",2931892736,Consumer Cyclical,Gambling,126.833336,2.2251463,0.0,,508860.0
ODD,ODDITY Tech Ltd.,2930531328,Technology,Software - Infrastructure,28.247057,8.225966,6.506,,94449000.0
JOYY,JOYY Inc.,2924091392,Communication Services,Internet Content & Information,10.690686,0.44406986,0.507,,
ENVX,Enovix Corporation,2902529024,Industrials,Electrical Equipment & Parts,-20.249998,12.65625,94.397,,-94511624.0
BRZE,"Braze, Inc.",2901849344,Technology,Software - Application,104.2,4.8027287,14.093,,126029000.0
VIAV,Viavi Solutions Inc.,2899353088,Technology,Communication Equipment,86.63333,3.7171052,86.448,,145662496.0
ICUI,"ICU Medical, Inc.",2894770176,Healthcare,Medical Instruments & Supplies,17.144949,1.366219,66.404,,247926752.0
METCB,"Ramaco Resources, Inc.",2893963520,Basic Materials,Coking Coal,,2.9749444,38.662,,8906750.0
LIVN,LivaNova PLC,2891672832,Healthcare,Medical Devices,14.318918,2.575846,42.996,,852396352.0
MGRC,McGrath RentCorp,2889147648,Industrials,Rental & Leasing Services,11.448393,2.4878333,49.221,,173097872.0
KNSA,"Kiniksa Pharmaceuticals, Ltd.",2870123008,Healthcare,Drug Manufacturers - Specialty & Generic,776.402,5.806177,1.973,,39422876.0
HTFL,"Heartflow, Inc.",2833799680,Healthcare,Health Information Services,-66.20165,-0.2415222,,,
COLM,Columbia Sportswear Company,2822301440,Consumer Cyclical,Apparel Manufacturing,13.264781,1.708779,29.095,,220759872.0
WB,Weibo Corporation,2813473024,Communication Services,Internet Content & Information,8.081561,0.7559374,50.729,,
METC,"Ramaco Resources, Inc.",2805601792,Basic Materials,Coking Coal,22.994196,7.4751186,38.662,,8906750.0
RXRX,"Recursion Pharmaceuticals, Inc.",2796748288,Healthcare,Biotechnology,-3.6683815,2.9879003,9.582,,-186021744.0
RNW,ReNew Energy Global plc,2795136256,Utilities,Utilities - Renewable,27.553572,0.023693917,539.019,,-54028500992.0
NCNO,"nCino, Inc.",2781869568,Technology,Software - Application,27.597702,2.6228971,25.252,,120236496.0
CNXC,Concentrix Corporation,2780728576,Technology,Information Technology Services,9.483051,0.640976,132.282,,792606656.0
NMIH,NMI Holdings Inc,2776765440,Financial Services,Insurance - Specialty,7.5902333,1.1480411,17.582,,221230496.0
ALVO,Alvotech,2776366336,Healthcare,Drug Manufacturers - Specialty & Generic,38.91304,-16.097122,,,-164666496.0
SFNC,Simmons First National Corporat,2761617408,Financial Services,Banks - Regional,14.984253,0.67556536,,,
SUPN,"Supernus Pharmaceuticals, Inc.",2761599488,Healthcare,Drug Manufacturers - Specialty & Generic,42.78261,2.5952106,2.987,,150124368.0
PTRN,Pattern Group Inc. - Series A,2758224640,Technology,Software - Application,,0.34143832,6.604,,
NTLA,"Intellia Therapeutics, Inc.",2751837440,Healthcare,Biotechnology,-4.644283,3.7682228,14.343,,-177757504.0
VCYT,"Veracyte, Inc.",2744065024,Healthcare,Diagnostics & Research,102.382355,2.2407467,4.148,,75403872.0
BHF,"Brighthouse Financial, Inc.",2742742528,Financial Services,Insurance - Life,5.4714284,0.48206174,160.021,,-1421500032.0
MEOH,Methanex Corporation,2738592512,Basic Materials,Chemicals,10.172414,1.04314,128.808,,299904128.0
RUM,Rumble Inc.,2731354368,Communication Services,Internet Content & Information,-25.935484,8.67314,0.769,,-27879058.0
EXTR,"Extreme Networks, Inc.",2729185536,Technology,Communication Equipment,20.71212,41.25754,340.696,,149498624.0
CDTX,"Cidara Therapeutics, Inc.",2719143936,Healthcare,Biotechnology,-13.670935,4.94993,0.466,,-100648248.0
SYNA,Synaptics Incorporated,2710713344,Technology,Semiconductors,14.342975,1.9231515,63.295,,140500000.0
CAKE,The Cheesecake Factory Incorpor,2710185472,Consumer Cyclical,Restaurants,16.867285,6.7854486,523.801,,114353504.0
POWI,"Power Integrations, Inc.",2709697280,Technology,Semiconductors,81.82628,3.852338,0.0,,70245248.0
HCM,HUTCHMED (China) Limited,2704322048,Healthcare,Drug Manufacturers - Specialty & Generic,5.7999997,10.748252,8.111,,-22782250.0
DRVN,Driven Brands Holdings Inc.,2690905600,Consumer Cyclical,Auto & Truck Dealerships,13.136,3.628729,390.414,,115309752.0
GRAL,"GRAIL, Inc.",2681235200,Healthcare,Diagnostics & Research,-6.372979,1.1655505,2.686,,-142499120.0
BEAM,Beam Therapeutics Inc.,2679781888,Healthcare,Biotechnology,-5.631027,2.5112193,14.788,,-164037248.0
SGRY,"Surgery Partners, Inc.",2677012224,Healthcare,Medical Care Facilities,16.563494,1.5199184,108.743,,162324992.0
IRON,"Disc Medicine, Inc.",2675211264,Healthcare,Biotechnology,-14.580798,4.3325615,5.035,,-88617128.0
IAC,IAC Inc.,2670840320,Communication Services,Internet Content & Information,-237.92857,0.541908,28.916,,87617000.0
SEZL,Sezzle Inc.,2663016448,Financial Services,Credit Services,26.54374,20.354355,100.757,,35439780.0
PCT,"PureCycle Technologies, Inc.",2654572032,Industrials,Pollution & Treatment Controls,-24.599998,26.836363,115.241,,-46893248.0
TOWN,Towne Bank,2633377024,Financial Services,Banks - Regional,14.437229,1.1107041,,,
MGNI,"Magnite, Inc.",2623707136,Communication Services,Advertising Agencies,61.33333,3.4093015,80.577,,158264368.0
BLTE,"Belite Bio, Inc",2610255360,Healthcare,Biotechnology,-83.541664,17.442366,0.0,,
HURN,Huron Consulting Group Inc.,2610224896,Industrials,Consulting Services,26.310644,5.091695,146.921,,139936992.0
CVBF,CVB Financial Corporation,2604752640,Financial Services,Banks - Regional,12.89726,1.1584128,,,
NNE,Nano Nuclear Energy Inc.,2593542144,Industrials,Specialty Industrial Machinery,-51.75,9.4988985,1.241,,-20214068.0
GEMI,"Gemini Space Station, Inc.",2590779904,Financial Services,Capital Markets,,-1.411855,,,
ACLS,"Axcelis Technologies, Inc.",2584986880,Technology,Semiconductor Equipment & Materials,16.742857,2.5211272,7.037,,67295128.0
SHOO,"Steven Madden, Ltd.",2582066176,Consumer Cyclical,Footwear & Accessories,27.937008,3.0935566,62.439,,3526500.0
WDFC,WD-40 Company,2579013120,Basic Materials,Specialty Chemicals,30.059843,10.053195,41.367,,62526124.0
CPRX,"Catalyst Pharmaceuticals, Inc.",2577554688,Healthcare,Biotechnology,12.766667,3.011437,0.349,,226085632.0
FOLD,"Amicus Therapeutics, Inc.",2576880896,Healthcare,Biotechnology,52.718754,12.722474,216.988,,-32741124.0
XRAY,DENTSPLY SIRONA Inc.,2570349568,Healthcare,Medical Instruments & Supplies,6.4375,1.3092333,127.945,,245500000.0
INOD,Innodata Inc.,2569941504,Technology,Information Technology Services,63.45349,30.060596,4.874,,20414876.0
BATRA,"Atlanta Braves Holdings, Inc. -",2568967168,Communication Services,Entertainment,-94.78239,5.2334533,152.405,,-27625000.0
ARQT,"Arcutis Biotherapeutics, Inc.",2568366848,Healthcare,Biotechnology,-21.969389,18.560347,79.269,,-53092124.0
GTX,Garrett Motion Inc.,2565047808,Consumer Cyclical,Auto Parts,8.96831,-3.163975,,,274500000.0
VNET,"VNET Group, Inc.",2563816704,Technology,Information Technology Services,-953.0,0.4146002,324.784,,-1242299008.0
BATRK,"Atlanta Braves Holdings, Inc. -",2552758272,Communication Services,Entertainment,-38.85437,4.803745,152.405,,-27625000.0
DIOD,Diodes Incorporated,2542043136,Technology,Semiconductors,40.043797,1.3505663,5.151,,158914624.0
GSHD,"Goosehead Insurance, Inc.",2532916224,Financial Services,Insurance Brokers,59.20175,-21.770967,,,53387752.0
VICR,Vicor Corporation,2532098816,Technology,Electronic Components,38.57534,4.153086,1.263,,38515752.0
BHFAP,"Brighthouse Financial, Inc. - D",2531720192,Financial Services,Insurance - Life,1.2150052,0.15425976,160.021,,-1421500032.0
ADPT,Adaptive Biotechnologies Corpor,2529270016,Healthcare,Biotechnology,-17.968084,14.301439,121.388,,-18756124.0
ALRM,"Alarm.com Holdings, Inc.",2524695552,Technology,Software - Application,21.37815,3.18,124.793,,129947752.0
NUKKW,Nukkleus Inc.,2523998720,Technology,Software - Application,,-0.02314116,,,
PENN,"PENN Entertainment, Inc.",2516391424,Consumer Cyclical,Resorts & Casinos,22.064102,0.8082088,371.988,,-242137504.0
IDYA,"IDEAYA Biosciences, Inc.",2511868160,Healthcare,Biotechnology,-10.492647,2.6063929,2.772,,-188326256.0
FA,First Advantage Corporation,2503724288,Industrials,Specialty Business Services,13.860578,1.9289442,164.955,,57720376.0
FRPT,"Freshpet, Inc.",2486066176,Consumer Defensive,Packaged Foods,77.181816,2.3186164,46.204,,-18491124.0
ACMR,"ACM Research, Inc.",2466474496,Technology,Semiconductor Equipment & Materials,23.150602,2.4978876,24.115,,-75642872.0
XMTR,"Xometry, Inc.",2461083136,Industrials,Industrial Distribution,173.28572,9.075944,123.35,,-6709750.0
OCUL,"Ocular Therapeutix, Inc.",2445374976,Healthcare,Biotechnology,-11.421569,6.5856414,25.15,,-115412872.0
SMPL,The Simply Good Foods Company,2441147648,Consumer Defensive,Packaged Foods,17.0,1.3274723,16.553,,133035624.0
IBRX,"ImmunityBio, Inc.",2419851776,Healthcare,Biotechnology,-4.063492,-4.109149,,,-249235872.0
SEDG,"SolarEdge Technologies, Inc.",2414179072,Technology,Solar,-16.571428,4.677958,147.999,,385188128.0
FFBC,First Financial Bancorp.,2405297408,Financial Services,Banks - Regional,10.032,0.93883353,,,
SPNS,Sapiens International Corporati,2405124864,Technology,Software - Application,35.27049,4.8266964,8.861,,51627124.0
CHEF,"The Chefs' Warehouse, Inc.",2402143232,Consumer Defensive,Food Distribution,36.570988,4.3276114,166.758,,106234376.0
CRML,Critical Metals Corp.,2397773824,Basic Materials,Other Industrial Metals & Mining,,24.626484,6.398,,10216527.0
WBTN,WEBTOON Entertainment Inc.,2383600896,Communication Services,Internet Content & Information,121.533325,1.575899,1.734,,6008750.0
DNLI,Denali Therapeutics Inc.,2383259904,Healthcare,Biotechnology,-5.943636,2.3184395,4.671,,-237644496.0
ALKT,"Alkami Technology, Inc.",2380381440,Technology,Software - Application,44.666668,6.892587,117.234,,47769248.0
AGIO,"Agios Pharmaceuticals, Inc.",2366475008,Healthcare,Biotechnology,3.663419,1.7527652,3.56,,-250385120.0
TVTX,"Travere Therapeutics, Inc.",2355935232,Healthcare,Biotechnology,-21.639343,71.73913,1220.182,,-81794376.0
PAX,Patria Investments Limited,2347354112,Financial Services,Asset Management,27.25,4.080699,31.713,,129748496.0
TRMK,Trustmark Corporation,2342222848,Financial Services,Banks - Regional,10.876405,1.1293899,,,
MRX,Marex Group plc,2342145536,Financial Services,Capital Markets,9.670694,2.264271,887.536,,
MESO,Mesoblast Limited,2313984512,Healthcare,Biotechnology,-32.52727,38.30835,21.451,,-55124212.0
DYN,"Dyne Therapeutics, Inc.",2302538496,Healthcare,Biotechnology,-5.140823,3.2503002,21.188,,-222398000.0
PINC,"Premier, Inc.",2297790208,Healthcare,Health Information Services,40.875,1.4990293,19.037,,255678368.0
PRDO,Perdoceo Education Corporation,2289281792,Consumer Defensive,Education & Training Services,15.291304,2.3200736,12.648,,153035120.0
SRPT,"Sarepta Therapeutics, Inc.",2288651776,Healthcare,Biotechnology,1.9100437,1.5741742,100.509,,-257104000.0
GLPG,Galapagos NV,2282518272,Healthcare,Biotechnology,-32.567307,0.84421736,0.319,,-33690752.0
WAFD,"WaFd, Inc.",2268423424,Financial Services,Banks - Regional,10.946768,0.83930975,,,
COGT,"Cogent Biosciences, Inc.",2263851520,Healthcare,Biotechnology,-7.095652,39.51574,39.125,,-126128624.0
UPWK,Upwork Inc.,2250333440,Communication Services,Internet Content & Information,9.866279,3.6947527,60.929,,187839376.0
ACHC,"Acadia Healthcare Company, Inc.",2244483840,Healthcare,Medical Care Facilities,16.072369,0.71745324,74.737,,-267134000.0
DJTWW,Trump Media & Technology Group ,2235342848,Communication Services,Internet Content & Information,,0.8967358,41.51,,-1032224896.0
PGY,Pagaya Technologies Ltd.,2232752640,Technology,Software - Infrastructure,57.96,6.0186915,140.847,,165111632.0
FORTY,Formula Systems (1985) Ltd.,2215395072,Technology,Information Technology Services,28.514055,3.0069456,46.76,,
COCO,"The Vita Coco Company, Inc.",2206436352,Consumer Defensive,Beverages - Non-Alcoholic,36.3271,7.434965,4.975,,898375.0
ETNB,"89bio, Inc.",2194718208,Healthcare,Biotechnology,-5.151568,4.202672,7.21,,-257733632.0
SOXX,iShares Semiconductor ETF,2191954432,,,36.087086,0.67480636,,,
PTEN,"Patterson-UTI Energy, Inc.",2189677056,Energy,Oil & Gas Drilling,-71.0,0.6545286,38.429,,417284128.0
CCOI,"Cogent Communications Holdings,",2183220480,Communication Services,Telecom Services,-12.869191,45.38981,5741.032,,-170508752.0
BANR,Banner Corporation,2164989952,Financial Services,Banks - Regional,11.893333,1.1574538,,,
MQ,"Marqeta, Inc.",2155999488,Technology,Software - Infrastructure,-26.666666,2.5572724,0.799,,30506376.0
NBTB,NBT Bancorp Inc.,2155492608,Financial Services,Banks - Regional,14.712231,1.1867112,,,
PSIX,"Power Solutions International, ",2153636096,Industrials,Specialty Industrial Machinery,19.324324,15.767599,109.37,,36061376.0
GCMG,GCM Grosvenor Inc.,2152857600,Financial Services,Asset Management,63.91,-49.8,,,85766248.0
FRME,First Merchants Corporation,2137431296,Financial Services,Banks - Regional,9.587013,0.91005474,,,
CELC,Celcuity Inc.,2131518080,Healthcare,Biotechnology,-15.85653,44.50956,224.034,,-73714896.0
PAYO,Payoneer Global Inc.,2131266432,Technology,Software - Infrastructure,23.5264,4.1101327,2.806,,617331904.0
OUST,"Ouster, Inc.",2129193728,Technology,Electronic Components,-17.94853,9.575053,7.987,,19586500.0
HUBG,"Hub Group, Inc.",2126768256,Industrials,Integrated Freight & Logistics,21.087877,1.2717005,26.8,,135511120.0
EYE,"National Vision Holdings, Inc.",2116523392,Consumer Cyclical,Specialty Retail,51.413464,2.4885974,84.571,,104389000.0
OSW,OneSpaWorld Holdings Limited,2106833664,Consumer Cyclical,Leisure,30.139708,3.838734,19.988,,51981876.0
ADUS,Addus HomeCare Corporation,2106708608,Healthcare,Medical Care Facilities,25.292492,2.036527,21.75,,50854376.0
EFSC,Enterprise Financial Services C,2091481600,Financial Services,Banks - Regional,10.693916,1.1229339,,,
KLIC,"Kulicke and Soffa Industries, I",2089471232,Technology,Semiconductor Equipment & Materials,444.44443,2.501407,4.34,,138284752.0
ATEC,"Alphatec Holdings, Inc.",2085091456,Healthcare,Medical Devices,-21.66154,86.91358,1238.293,,21168250.0
BUSE,First Busey Corporation,2082360960,Financial Services,Banks - Regional,18.507936,0.86131114,,,
AVDX,"AvidXchange Holdings, Inc.",2076987520,Technology,Software - Infrastructure,29.411764,3.0211482,10.879,,56475000.0
IQ,"iQIYI, Inc.",2060732032,Communication Services,Entertainment,214.00002,0.15248682,106.911,,15148687360.0
FBNC,First Bancorp,2058401664,Financial Services,Banks - Regional,21.183762,1.3209156,,,
SYBT,"Stock Yards Bancorp, Inc.",2043975552,Financial Services,Banks - Regional,15.887357,2.02532,,,
NWL,Newell Brands Inc.,2032635008,Consumer Defensive,Household & Personal Products,6.305195,0.7536479,219.948,,124250000.0
APPN,Appian Corporation,2030696704,Technology,Software - Infrastructure,153.0,-37.933884,,,70981752.0
FORD,"Forward Industries, Inc.",2030023552,Consumer Cyclical,Footwear & Accessories,337.71426,-16.801706,97.306,,-7115870.0
IRDM,Iridium Communications Inc,2025184128,Communication Services,Telecom Services,19.11,4.292453,381.991,,284887872.0
